nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto
Arroz Integral Meu Biju 8 Grãos com Quinoa,7.99,True,500g,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,meu biju,arroz integral 8 grãos com quinoa
Arroz Meu Biju Agulhinha Tipo 1,25.98,True,5kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,meu biju,arroz agulhinha tipo 1
Arroz Meu Biju Italiano - Tipo 1,19.9,True,1kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,meu biju,arroz italiano - tipo 1
Arroz Japonês Nikkoh Tipo 1,56.9,True,5kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,nikkoh,arroz japonês tipo 1
Arroz Integral Tio João 7 Grãos com quinoa,17.9,True,1kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,tio joão,arroz integral 7 grãos com quinoa
Arroz Integral Tio João 7 Grãos com quinoa,9.59,True,500g,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,tio joão,arroz integral 7 grãos com quinoa
Arroz Tio João Agulhinha - Tipo 1,31.9,True,5kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4b30c15747.webp,tio joão,arroz agulhinha - tipo 1
Cerveja Cabaré Puro Malte Long neck,2.89,True,250ml,Bebidas alcoólicas,19/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_f69d95c747.webp,cabaré,cerveja puro malte long neck
Tomate Italiano,1.65,True,Quilo,Legumes,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,,Tomate Italiano
Batata Lavada,4.95,True,Quilo,Legumes,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,,Batata Lavada
Pimentão Verde,2.99,True,Quilo,Legumes,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,,Pimentão Verde
Repolho Branco,1.75,True,Quilo,Verduras,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,branco,repolho
Chuchu,2.49,True,Quilo,Legumes,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,,Chuchu
Brócolis Japonês,5.95,True,Unidade,Verduras,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,,Brócolis Japonês
Banana Prata,4.49,True,Quilo,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,prata,banana
Limão-Taiti Tropical,5.99,True,Quilo,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/15c69152351e918aea8df598eac8010cdecee837.webp,tropical,limão-taiti
Petiscos para Gatos Dreamies,8.5,True,80g,Petiscos,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,dreamies,petiscos para gatos
Alimento para Gatos KiteKat,1.99,True,70g,Ração Úmida,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,kitekat,alimento para gatos
Alimento para Gatos Whiskas,2.29,True,85g,Ração Úmida,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,whiskas,alimento para gatos
Alimento para Gatos KiteKat Mix de Carnes,33.9,True,"2,7kg",Ração Seca,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,kitekat,alimento para gatos mix de carnes
Alimento para Gatos Castrados Whiskas Carne,22.5,True,900g,Ração Seca,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,whiskas,alimento para gatos castrados carne
Alimento para Gatos Whiskas Vários Sabores,42.9,True,"2,7kg",Ração Seca,30/09,06/10/2024,2024_10_09,atacadao,imagens_atacadao/1_f16b4070dc.webp,whiskas,alimento para gatos vários sabores
Vodka Absolut,69.9,True,1L,Destilados,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,absolut,vodka
Gin Bombay Sapphire,99.9,True,750ml,Destilados,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,bombay sapphire,gin
Gin Paramana,69.9,True,700ml,Destilados,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,paramana,gin
Keep Cooler,4.99,True,275ml,Bebidas Mistas,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,,Keep Cooler
Xarope Monin,47.9,True,700ml,Xaropes,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,monin,xarope
Whisky Ballantine's,89.9,True,1L,Destilados,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,ballantine's,whisky
Vinho Argentino Felino,119.9,True,750ml,Vinhos,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,felino,vinho argentino
Vinho Aurora Millésime,129.9,True,750ml,Vinhos,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,aurora millésime,vinho
Vodka Grey Goose,179.9,True,750ml,Destilados,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/6e9224bc7d005297493c87544c3da05da71b26f5.webp,grey goose,vodka
Gordura Vegetal Coamo,140.0,True,"14,5kg",Óleos e Gorduras,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,coamo,gordura vegetal
Óleo de Algodão Soya,135.0,True,"14,5kg",Óleos e Gorduras,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,soya,óleo de algodão
Margarina Soffitel,115.0,True,15kg,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,soffitel,margarina
Maionese Vigor,29.9,True,"2,8kg",Condimentos,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,vigor,maionese
Molho de Tomate Val,6.99,True,"1,7kg",Molhos,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,val,molho de tomate
Leite em Pó Ninho,29.5,True,750g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,ninho,leite em pó
Café Fort,16.98,True,500g,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,fort,café
Azeite de Oliva Gallo,21.9,True,500ml,Óleos e Gorduras,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,gallo,azeite de oliva
Azeite de Oliva La Española,35.89,True,500ml,Óleos e Gorduras,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,la española,azeite de oliva
Macarrão com Ovos Petybon,2.98,True,500g,Massas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,petybon,macarrão com ovos
Molho de Tomate Pomarola,2.19,True,340g,Molhos,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,pomarola,molho de tomate
Macarrão com Ovos Adria,2.85,True,500g,Massas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,adria,macarrão com ovos
Sardinha Ralada 88,2.98,True,120g,Enlatados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,88,sardinha ralada
Macarrão Yara,1.89,True,500g,Massas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,yara,macarrão
Ervilha/Milho Verde Bonare,2.35,True,170g,Enlatados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,bonare,ervilha/milho verde
Massa para Lasanha Adria,6.49,True,500g,Massas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,adria,massa para lasanha
Macarrão Instantâneo Jóia,0.85,True,80g,Massas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,jóia,macarrão instantâneo
Maionese Hellmann's,9.59,True,500g,Condimentos,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,hellmann's,maionese
Ketchup Heinz,12.99,True,567g,Condimentos,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,heinz,ketchup
Pão para Hambúrguer Pullman,7.98,True,200g,Padaria,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,pullman,pão para hambúrguer
Creme de Leite Danare,2.49,True,200g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,danare,creme de leite
Leite de Coco Mais Coco,3.49,True,200ml,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,mais coco,leite de coco
Achocolatado em Pó Nescau,7.19,True,370g,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,nescau,achocolatado em pó
Mistura para Bolo Apti,2.99,True,400g,Mercearia,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,apti,mistura para bolo
Mistura para Bolo Dona Benta,4.99,True,450g,Mercearia,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1_ed2724630e.webp,dona benta,mistura para bolo
Bala de Banana Oliveira,11.9,False,500g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,oliveira,bala de banana
Bala Dadinho,18.9,False,600g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,dadinho,bala
Bala Florestal,9.9,False,600g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,florestal,bala
Batata Palha Elma Chips,12.98,False,315g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,elma chips,batata palha
Bis Lacta,14.89,False,126g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,lacta,bis
Biski Lacta,9.49,False,90g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,lacta,biski
Biscoito Wafer Neugebauer,1.79,False,120g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,neugebauer,biscoito wafer
Bombom Jazam,11.99,False,400g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,jazam,bombom
Chocolate Arcor,2.99,False,90g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,arcor,chocolate
Chocolate Garoto,5.79,False,90g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,garoto,chocolate
Chocolate Lacta 5 Star,43.9,True,40g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,lacta 5 star,chocolate
Doce de Paçoca,15.98,False,550g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,,Doce de Paçoca
Doce Pé de Moleque Krokero,1.89,False,150g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,krokero,doce pé de moleque
Marshmallow Fini,6.49,False,250g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,fini,marshmallow
Salgadinho Elma Chips Doritos,8.98,False,120g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,elma chips doritos,salgadinho
Biscoito Amanteigado Marilan,4.99,False,350g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,marilan,biscoito amanteigado
Biscoito Marilan,4.99,False,400g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,marilan,biscoito
Biscoito Cookies Marilan,2.49,False,60g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,marilan,biscoito cookies
Biscoito Salgado Tuc's,1.49,False,100g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,tuc's,biscoito salgado
Biscoito Wafer Trento,2.75,False,32g,Bomboniere,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/1_7cfe69112a.webp,trento,biscoito wafer
Desodorizador Aerossol Bom Ar,11.9,False,360ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,bom ar,desodorizador aerossol
Limpador Desinfetante Veja,8.9,False,500ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,veja,limpador desinfetante
Limpador Limpeza Pesada Veja,8.5,False,500ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,veja,limpador limpeza pesada
Creme para Pentear Niely Gold,17.9,False,1kg,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,niely gold,creme para pentear
Creme para Pentear Niely,13.49,False,300ml,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,niely,creme para pentear
Creme para Pentear Elseve,12.9,False,250ml,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,elseve,creme para pentear
Desinfetante Pato,12.99,False,750ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,pato,desinfetante
Inseticida Raid,14.99,False,300ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,raid,inseticida
Difusor Glade,17.99,False,12ml,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,glade,difusor
Papel Higiênico Personal Vip,29.9,True,24 rolos,Higiene,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,personal vip,papel higiênico
Absorvente Noite dia Sym,13.9,False,32 unidades,Higiene,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,sym,absorvente noite dia
Fralda Descartável Personal,24.9,True,Vários tamanhos,Higiene,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,personal,fralda descartável
Creme de Tratamento para Cabelo Skala,7.29,False,1kg,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,skala,creme de tratamento para cabelo
Desodorante Roll-On Skala,4.2,False,60ml,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,skala,desodorante roll-on
Loção Hidratante Skala,5.39,False,400ml,Cuidados Pessoais,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,skala,loção hidratante
Toalha de Papel Kitchen,14.9,False,2 rolos,Limpeza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,kitchen,toalha de papel
Papel Higiênico Cotton,31.8,False,24 rolos,Higiene,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,cotton,papel higiênico
Absorvente Ladysoft,2.49,False,8 unidades,Higiene,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_e45992939b.webp,ladysoft,absorvente
Bala de Gelatina Zicogoma Kids,2.99,True,15g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,zicogoma kids,bala de gelatina
Bala de Gelatina Fun Tube,0.89,True,21g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,fun tube,bala de gelatina
Bala de Gelatina Harry Potter Fini,3.49,True,85g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,harry potter fini,bala de gelatina
Bala de Gelatina Pucca,4.49,True,80g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,pucca,bala de gelatina
Bala de Gelatina Fini,9.9,True,250g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,fini,bala de gelatina
Bala Lilith,5.99,True,300g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,lilith,bala
Bala Kriskis,5.99,True,500g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,kriskis,bala
Chiclete Mentos,8.9,True,50g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,mentos,chiclete
Drops Mastigável Lilith,7.99,True,13 unidades,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,lilith,drops mastigável
Drops Mentos,23.9,True,16 unidades,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,mentos,drops
Chocolate Ferrero Kinder Ovo,13.5,True,3 unidades,Chocolates,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,ferrero kinder,chocolate ovo
Chocolate Ferrero Kinder Bueno,18.9,True,3 unidades,Chocolates,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,ferrero kinder,chocolate bueno
Bis Xtra Lacta,2.49,True,45g,Chocolates,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,lacta,bis xtra
Chocolate Baton Garoto,29.9,True,30 unidades,Chocolates,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,garoto,chocolate baton
Bombom Jazam,11.99,True,900g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,jazam,bombom
Doce Jazam Tetop,19.9,True,50 unidades,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,jazam,doce tetop
Doce Paçoca Da Fazenda,8.49,True,360g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,da fazenda,doce paçoca
Doce Jazam Pingo de Leite,9.9,True,50 unidades,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,jazam,doce pingo de leite
Doce de Amendoim Paçoca Tubitos,14.9,True,924g,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,tubitos,doce de amendoim paçoca
Doce de Paçoca da Fazenda,29.49,True,1kg,Doces,23/09,30/09/24,2024_10_09,atacadao,imagens_atacadao/0_f129cb5b58.webp,da fazenda,doce de paçoca
Azeitona verde St Isabel,8.9,True,500g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,st isabel,azeitona verde
Goiabada Xavante,2.19,True,300g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,xavante,goiabada
Milho Verde Sofruta,2.69,True,170g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,sofruta,milho verde
Palmito de Açaí Cristalina,8.9,True,300g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,cristalina,palmito de açaí
Tomate Pelado Salsaretti,3.99,True,400g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,salsaretti,tomate pelado
Achocolatado em Pó Toddy,7.28,True,370g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,toddy,achocolatado em pó
Cereal Matinal Super Balls,6.29,True,300g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,super balls,cereal matinal
Creme de Leite Damare,2.49,True,200g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,damare,creme de leite
Doce Cremoso Jussara,4.49,True,400g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,jussara,doce cremoso
Catchup/Mostarda Arrifana,5.79,True,400ml,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,arrifana,catchup/mostarda
Molho de Pimenta Bravo,7.9,True,150ml,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,bravo,molho de pimenta
Vinagre de Álcool Peixe,1.15,True,750ml,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,vinagre,de álcool peixe
Coco Ralado Bom Coco,1.29,True,50g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,bom coco,coco ralado
Água de Coco Quadrado,5.98,True,1L,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,quadrado,água de coco
Ervilha Etti,2.49,True,170g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,etti,ervilha
Molho de Tomate Cipro Passata,12.9,True,700g,Mercearia,23/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/2_a101cf174f.webp,cipro,molho de tomate passata
Enxaguante Bucal Colgate Plax Ice Infinity,22.5,Leve 1000 Pague 700,1L,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate plax,enxaguante bucal ice infinity
Escova Dental Colgate Classic Clean,8.99,,4 unidades,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate,escova dental classic clean
Creme Dental Colgate Máxima Proteção Anticáries,2.29,,50g,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate,creme dental máxima proteção anticáries
Creme Dental Colgate Natural Extracts Carvão Ativado,8.99,,90g,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate,creme dental natural extracts carvão ativado
Creme Dental Colgate Sensitive Pró-Alívio Original,10.8,,90g,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,original,creme dental colgate sensitive pró-alívio
Creme Dental Colgate Tripla Ação Hortelã,4.19,,90g,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate tripla ação,creme dental hortelã
Creme Dental Colgate Tripla Ação Menta Original,6.99,,180g,Higiene Bucal,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,colgate tripla ação,creme dental menta original
Shampoo Darling 2 em 1,10.5,,650ml,Cuidados com o Cabelo,23/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/1f3eb23e9e2d1f8a548f3fe3bc484bbdb5645860.webp,darling,shampoo 2 em 1
Cenoura,1.98,True,1 kg,Legumes,18/09/2023,19/09/2023,2024_10_09,bigbox,imagens_bigbox/d1202d77c530dd1ff0f6abf0e91d7a9d5acfc1db.webp,,Cenoura
